,year,team_1,seed_1,round_1,current_round,score_1,team_2,seed_2,round_2,score_2,badj_em_1,badj_o_1,badj_d_1,wab_1,barthag_1,talent_1,elite_sos_1,win_percent_1,pppo_1,k_off_1,avg_hgt_1,badj_em_2,badj_o_2,badj_d_2,wab_2,barthag_2,talent_2,elite_sos_2,win_percent_2,pppo_2,k_off_2,avg_hgt_2,badj_em_diff,badj_o_diff,badj_d_diff,wab_diff,barthag_diff,talent_diff,elite_sos_diff,win_percent_diff,pppo_diff,k_off_diff,avg_hgt_diff,prediction,win probability
10,2024,Saint Mary's,5,1,64,,Grand Canyon,12,64,,22.139,93.655,115.794,1.4,0.92,38.712,19.572,78.125,1.147,114.915,78.507,11.238,115.794,93.655,1.3,0.773,14.992,11.307,87.5,1.127,112.74,78.109,10.901,-22.138999999999996,22.138999999999996,0.09999999999999987,0.14700000000000002,23.720000000000002,8.264999999999999,-9.375,0.020000000000000018,2.1750000000000114,0.39800000000001035,1,0.694134
11,2024,Alabama,4,1,64,,College of Charleston,13,64,,23.114,102.045,125.159,3.4,0.913,27.836,36.254,65.625,1.213,121.712,78.211,8.116,125.159,102.045,-1.6,0.702,5.524,11.135,78.78787879,1.144,114.421,77.503,14.998000000000001,-23.114000000000004,23.114000000000004,5.0,0.21100000000000008,22.311999999999998,25.119,-13.162878789999994,0.06900000000000017,7.290999999999997,0.7079999999999984,1,0.89960724
12,2024,Clemson,6,1,64,,New Mexico,11,64,,17.379,99.338,116.717,0.9,0.865,64.382,28.597,65.625,1.137,113.635,78.308,19.336,116.717,99.338,1.7,0.893,55.824,23.773,73.52941176,1.126,112.623,77.055,-1.9569999999999972,-17.379000000000005,17.379000000000005,-0.7999999999999999,-0.028000000000000025,8.558000000000007,4.824000000000002,-7.904411760000002,0.01100000000000012,1.0120000000000005,1.2530000000000001,0,0.47039565
13,2024,Baylor,3,1,64,,Colgate,14,64,,22.309,99.9,122.209,5.1,0.91,58.436,37.902,68.75,1.171,117.262,78.257,0.445,122.209,99.9,-4.1,0.513,0.2,11.19,72.72727273,1.062,106.356,77.926,21.864,-22.308999999999997,22.308999999999997,9.2,0.397,58.236,26.712000000000003,-3.9772727299999957,0.10899999999999999,10.906000000000006,0.33100000000000307,1,0.93306893
14,2024,Dayton,7,1,64,,Nevada,10,64,,16.782,100.644,117.426,2.6,0.855,32.899,23.183,77.41935484,1.153,115.089,76.937,17.017,117.426,100.644,2.7,0.863,28.02,22.983,78.125,1.128,112.943,77.925,-0.23499999999999943,-16.781999999999996,16.781999999999996,-0.10000000000000009,-0.008000000000000007,4.879000000000001,0.1999999999999993,-0.7056451600000031,0.025000000000000133,2.146000000000001,-0.9879999999999995,1,0.59193736
15,2024,Arizona,2,1,64,,Long Beach St.,15,64,,27.901,93.619,121.52,4.9,0.953,76.342,29.931,75.75757576,1.178,117.653,78.063,-2.567,121.52,93.619,-8.0,0.431,11.174,12.603,57.57575758,1.058,106.212,77.131,30.468,-27.900999999999996,27.900999999999996,12.9,0.522,65.168,17.328000000000003,18.181818179999993,0.11999999999999988,11.441000000000003,0.9320000000000022,1,0.9088931
16,2024,Houston,1,1,64,,Longwood,16,64,,33.697,85.519,119.216,10.6,0.979,63.543,34.485,88.23529412,1.13,113.057,75.893,-0.867,119.216,85.519,-8.6,0.476,17.521,9.715,58.06451613,1.068,107.318,77.071,34.564,-33.69699999999999,33.69699999999999,19.2,0.503,46.022,24.77,30.170777990000005,0.06199999999999983,5.739000000000004,-1.1779999999999973,1,0.9322261
17,2024,Nebraska,8,1,64,,Texas A&M,9,64,,20.096,95.575,115.671,2.4,0.9,27.887,29.05,69.6969697,1.108,110.955,77.428,16.089,115.671,95.575,0.25,0.85,55.263,33.304,58.82352941,1.105,110.767,77.138,4.0070000000000014,-20.096000000000004,20.096000000000004,2.15,0.050000000000000044,-27.375999999999998,-4.254000000000001,10.873440289999998,0.0030000000000001137,0.1880000000000024,0.28999999999999204,1,0.6443698
18,2024,Wisconsin,5,1,64,,James Madison,12,64,,21.028,98.783,119.811,3.3,0.902,52.194,37.153,62.85714286,1.129,113.142,78.442,11.554,119.811,98.783,1.5,0.778,3.831,9.457,90.90909091,1.152,115.358,77.286,9.473999999999998,-21.028000000000006,21.028000000000006,1.7999999999999998,0.124,48.363,27.695999999999998,-28.05194805,-0.02299999999999991,-2.216000000000008,1.1559999999999917,1,0.74190927
19,2024,Duke,4,1,64,,Vermont,13,64,,23.968,96.829,120.797,3.3,0.927,91.61,26.968,75.0,1.178,118.229,78.244,5.839,120.797,96.829,-1.2,0.659,4.273,10.22,81.25,1.074,107.533,76.92,18.128999999999998,-23.968000000000004,23.968000000000004,4.5,0.268,87.337,16.747999999999998,-6.25,0.10399999999999987,10.695999999999998,1.323999999999998,1,0.9030019
20,2024,Texas Tech,6,1,64,,North Carolina St.,11,64,,19.079,98.458,117.537,3.4,0.885,50.406,32.55,69.6969697,1.12,111.985,76.429,12.835,117.537,98.458,-0.6,0.798,48.869,28.902,61.11111111,1.098,109.748,77.049,6.244,-19.079000000000008,19.079000000000008,4.0,0.08699999999999997,1.536999999999999,3.647999999999996,8.585858589999994,0.02200000000000002,2.2369999999999948,-0.6200000000000045,0,0.39323556
21,2024,Kentucky,3,1,64,,Oakland,14,64,,20.769,102.242,123.011,2.9,0.893,73.978,29.177,71.875,1.194,119.233,78.77,3.176,123.011,102.242,-4.2,0.585,7.281,15.066,67.64705882,1.104,110.679,76.451,17.592999999999996,-20.76899999999999,20.76899999999999,7.1,0.30800000000000005,66.69699999999999,14.110999999999999,4.227941180000002,0.08999999999999986,8.554000000000002,2.3190000000000026,1,0.9145376
22,2024,Florida,7,1,64,,Colorado,10,64,,20.355,99.304,119.659,3.0,0.895,30.164,31.29,68.57142857,1.146,114.641,78.508,19.175,119.659,99.304,1.7,0.886,38.964,26.08,70.58823529,1.135,113.528,78.711,1.1799999999999997,-20.355000000000004,20.355000000000004,1.3,0.009000000000000008,-8.799999999999997,5.210000000000001,-2.0168067200000053,0.010999999999999899,1.1129999999999995,-0.20300000000000296,0,0.45471132
23,2024,Marquette,2,1,64,,Western Kentucky,15,64,,24.325,94.595,118.92,6.5,0.933,57.136,37.073,73.52941176,1.126,112.444,78.072,3.401,118.92,94.595,-6.6,0.593,32.318,9.879,63.33333333,1.049,104.938,77.312,20.924,-24.325000000000003,24.325000000000003,13.1,0.3400000000000001,24.818000000000005,27.194000000000003,10.19607843,0.07699999999999996,7.506,0.7600000000000051,1,0.85517645
24,2024,Purdue,1,1,64,,Grambling St.,16,64,,31.493,94.719,126.212,11.0,0.964,52.594,36.076,87.87878788,1.196,119.453,78.09,-8.337,126.212,94.719,-8.0,0.281,12.502,15.298,54.83870968,0.971,97.5516,76.762,39.83,-31.49300000000001,31.49300000000001,19.0,0.6829999999999999,40.092,20.778,33.0400782,0.22499999999999998,21.90140000000001,1.328000000000003,1,0.9015032
25,2024,Utah St.,8,1,64,,TCU,9,64,,13.786,100.364,114.15,3.3,0.815,21.975,22.529,80.64516129,1.125,112.576,77.278,17.392,114.15,100.364,1.3,0.869,53.769,32.604,63.63636364,1.106,110.06,78.079,-3.606,-13.786000000000001,13.786000000000001,1.9999999999999998,-0.05400000000000005,-31.793999999999997,-10.075,17.008797650000005,0.018999999999999906,2.515999999999991,-0.8009999999999877,0,0.2787482
26,2024,Gonzaga,5,1,64,,McNeese St.,12,64,,22.623,98.61,121.233,2.5,0.915,72.006,23.847,77.41935484,1.198,119.756,77.65,10.223,121.233,98.61,0.7,0.752,18.38,8.837,89.65517241,1.174,117.513,75.996,12.4,-22.623000000000005,22.623000000000005,1.8,0.16300000000000003,53.626000000000005,15.010000000000002,-12.235817570000009,0.02400000000000002,2.242999999999995,1.6540000000000106,1,0.6727975
27,2024,Kansas,4,1,64,,Samford,13,64,,20.833,92.715,113.548,4.3,0.911,64.218,37.263,67.74193548,1.073,107.292,78.855,9.327,113.548,92.715,0.07,0.732,14.838,11.368,84.375,1.144,113.993,75.75,11.505999999999998,-20.833,20.833,4.2299999999999995,0.17900000000000005,49.38,25.894999999999996,-16.633064520000005,-0.07099999999999995,-6.700999999999993,3.105000000000004,1,0.81687176
28,2024,South Carolina,6,1,64,,Oregon,11,64,,15.506,98.863,114.369,4.7,0.842,43.412,28.077,78.78787879,1.105,110.705,77.431,13.701,114.369,98.863,1.4,0.815,47.815,28.128,67.64705882,1.094,109.416,76.758,1.8049999999999997,-15.506,15.506,3.3000000000000003,0.027000000000000024,-4.402999999999999,-0.05099999999999838,11.140819969999995,0.010999999999999899,1.2890000000000015,0.6730000000000018,1,0.72342086
29,2024,Creighton,3,1,64,,Akron,14,64,,24.145,96.455,120.6,4.4,0.929,52.884,33.229,71.875,1.163,116.365,78.515,3.485,120.6,96.455,-4.5,0.596,10.97,11.931,68.75,1.079,107.841,76.791,20.66,-24.144999999999996,24.144999999999996,8.9,0.3330000000000001,41.914,21.298000000000002,3.125,0.08400000000000007,8.524000000000001,1.7240000000000038,1,0.90020317
30,2024,Texas,7,1,64,,Colorado St.,10,64,,20.759,98.257,119.016,1.2,0.901,50.353,33.846,62.5,1.118,111.933,76.676,15.664,119.016,98.257,1.5,0.846,21.58,27.18,68.75,1.121,112.111,76.588,5.095000000000001,-20.759,20.759,-0.30000000000000004,0.05500000000000005,28.773000000000003,6.665999999999997,-6.25,-0.0029999999999998916,-0.17799999999999727,0.08800000000000807,1,0.5359588
31,2024,Tennessee,2,1,64,,Saint Peter's,15,64,,24.368,91.252,115.62,5.8,0.938,55.338,34.068,75.0,1.125,112.545,76.606,-3.34,115.62,91.252,-8.8,0.404,0.702,9.395,58.06451613,0.992,99.4394,77.234,27.708,-24.36800000000001,24.36800000000001,14.600000000000001,0.5339999999999999,54.636,24.673,16.93548387,0.133,13.105599999999995,-0.6280000000000001,1,0.9465572
32,2024,Connecticut,1,1,32.0,,Northwestern,9,64,,33.493,93.553,127.046,11.3,0.971,58.255,33.643,91.17647059,1.23,122.708,78.369,17.988,117.264,102.99,1.5,0.872,35.529,30.87,65.625,1.122,112.16,77.579,15.505000000000003,-23.711,24.05600000000001,9.8,0.09899999999999998,22.726,2.7729999999999997,25.551470589999994,0.10799999999999987,10.548000000000002,0.7900000000000063,1,0.90477026
33,2024,San Diego St.,5,1,32.0,,Auburn,4,1,,17.67,93.866,111.536,2.6,0.879,43.201,30.359,68.75,1.086,108.712,77.576,28.605,92.05,120.655,5.5,0.957,43.053,28.032,79.41176471,1.174,117.364,77.688,-10.934999999999999,1.8160000000000025,-9.119,-2.9,-0.07799999999999996,0.14800000000000324,2.3270000000000017,-10.66176471,-0.08799999999999986,-8.652000000000001,-0.11200000000000898,0,0.279253
34,2024,BYU,6,1,32.0,,Illinois,3,1,,21.656,98.979,120.635,2.9,0.907,19.483,30.879,69.6969697,1.169,116.926,78.499,24.236,101.087,125.323,6.0,0.922,56.834,32.635,76.47058824,1.188,118.858,78.785,-2.580000000000002,-2.108000000000004,-4.687999999999988,-3.1,-0.015000000000000013,-37.351,-1.7559999999999967,-6.773618540000001,-0.018999999999999906,-1.9320000000000022,-0.28600000000000136,0,0.44367296
35,2024,Washington St.,7,1,32.0,,Iowa St.,2,1,,16.17,96.623,112.793,1.9,0.856,30.424,25.215,72.72727273,1.106,110.65,79.296,27.105,86.545,113.65,6.9,0.958,44.201,33.017,79.41176471,1.108,110.446,77.594,-10.934999999999999,10.078000000000003,-0.8569999999999993,-5.0,-0.10199999999999998,-13.777000000000001,-7.802000000000003,-6.684491980000004,-0.0020000000000000018,0.20400000000000773,1.7020000000000124,0,0.19432913
36,2024,North Carolina,1,1,32.0,,Mississippi St.,8,1,,23.59,93.194,116.784,6.6,0.931,88.407,30.665,79.41176471,1.136,113.459,77.172,17.693,94.93,112.623,0.8,0.877,43.205,32.154,61.76470588,1.081,108.114,76.879,5.8969999999999985,-1.7360000000000042,4.161000000000001,5.8,0.05400000000000005,45.202,-1.4890000000000043,17.64705883,0.05499999999999994,5.344999999999999,0.29299999999999216,1,0.5954211
37,2024,Saint Mary's,5,1,32.0,,Alabama,4,1,,22.139,93.655,115.794,1.4,0.92,38.712,19.572,78.125,1.147,114.915,78.507,23.114,102.045,125.159,3.4,0.913,27.836,36.254,65.625,1.213,121.712,78.211,-0.9750000000000014,-8.39,-9.365000000000009,-2.0,0.007000000000000006,10.876000000000005,-16.682,12.5,-0.06600000000000006,-6.796999999999997,0.2960000000000065,1,0.6309177
38,2024,New Mexico,11,64,32.0,,Baylor,3,1,,19.336,116.717,99.338,1.7,0.893,55.824,23.773,73.52941176,1.126,112.623,77.055,22.309,99.9,122.209,5.1,0.91,58.436,37.902,68.75,1.171,117.262,78.257,-2.9730000000000025,16.816999999999993,-22.87100000000001,-3.3999999999999995,-0.017000000000000015,-2.612000000000002,-14.129000000000001,4.779411760000002,-0.04500000000000015,-4.638999999999996,-1.2019999999999982,1,0.5005426
39,2024,Dayton,7,1,32.0,,Arizona,2,1,,16.782,100.644,117.426,2.6,0.855,32.899,23.183,77.41935484,1.153,115.089,76.937,27.901,93.619,121.52,4.9,0.953,76.342,29.931,75.75757576,1.178,117.653,78.063,-11.119,7.025000000000006,-4.093999999999994,-2.3000000000000003,-0.09799999999999998,-43.443,-6.748000000000001,1.6617790800000023,-0.02499999999999991,-2.564000000000007,-1.1260000000000048,0,0.21615747
40,2024,Houston,1,1,32.0,,Nebraska,8,1,,33.697,85.519,119.216,10.6,0.979,63.543,34.485,88.23529412,1.13,113.057,75.893,20.096,95.575,115.671,2.4,0.9,27.887,29.05,69.6969697,1.108,110.955,77.428,13.601000000000003,-10.055999999999997,3.5449999999999875,8.2,0.07899999999999996,35.656,5.434999999999999,18.53832442000001,0.021999999999999797,2.102000000000004,-1.5349999999999966,1,0.58653814
41,2024,Wisconsin,5,1,32.0,,Duke,4,1,,21.028,98.783,119.811,3.3,0.902,52.194,37.153,62.85714286,1.129,113.142,78.442,23.968,96.829,120.797,3.3,0.927,91.61,26.968,75.0,1.178,118.229,78.244,-2.9400000000000013,1.9540000000000077,-0.98599999999999,0.0,-0.025000000000000022,-39.416,10.184999999999999,-12.142857139999997,-0.04899999999999993,-5.087000000000003,0.1979999999999933,0,0.39210814
42,2024,North Carolina St.,11,64,32.0,,Kentucky,3,1,,12.835,117.537,98.458,-0.6,0.798,48.869,28.902,61.11111111,1.098,109.748,77.049,20.769,102.242,123.011,2.9,0.893,73.978,29.177,71.875,1.194,119.233,78.77,-7.9339999999999975,15.295000000000002,-24.552999999999997,-3.5,-0.09499999999999997,-25.108999999999995,-0.2749999999999986,-10.763888889999997,-0.09599999999999986,-9.485,-1.7209999999999894,0,0.37045407
43,2024,Colorado,10,64,32.0,,Marquette,2,1,,19.175,119.659,99.304,1.7,0.886,38.964,26.08,70.58823529,1.135,113.528,78.711,24.325,94.595,118.92,6.5,0.933,57.136,37.073,73.52941176,1.126,112.444,78.072,-5.149999999999999,25.064000000000007,-19.616,-4.8,-0.04700000000000004,-18.172000000000004,-10.993000000000002,-2.941176470000002,0.009000000000000119,1.0840000000000032,0.6389999999999958,0,0.32781422
44,2024,Purdue,1,1,32.0,,TCU,9,64,,31.493,94.719,126.212,11.0,0.964,52.594,36.076,87.87878788,1.196,119.453,78.09,17.392,114.15,100.364,1.3,0.869,53.769,32.604,63.63636364,1.106,110.06,78.079,14.100999999999999,-19.43100000000001,25.848,9.7,0.09499999999999997,-1.1749999999999972,3.4720000000000013,24.242424240000005,0.08999999999999986,9.393,0.01100000000000989,1,0.7787945
45,2024,Gonzaga,5,1,32.0,,Kansas,4,1,,22.623,98.61,121.233,2.5,0.915,72.006,23.847,77.41935484,1.198,119.756,77.65,20.833,92.715,113.548,4.3,0.911,64.218,37.263,67.74193548,1.073,107.292,78.855,1.7900000000000027,5.894999999999996,7.685000000000002,-1.7999999999999998,0.0040000000000000036,7.787999999999997,-13.415999999999997,9.677419360000002,0.125,12.463999999999999,-1.2049999999999983,1,0.53112406
46,2024,South Carolina,6,1,32.0,,Creighton,3,1,,15.506,98.863,114.369,4.7,0.842,43.412,28.077,78.78787879,1.105,110.705,77.431,24.145,96.455,120.6,4.4,0.929,52.884,33.229,71.875,1.163,116.365,78.515,-8.639,2.4080000000000013,-6.2309999999999945,0.2999999999999998,-0.08700000000000008,-9.472000000000001,-5.1519999999999975,6.9128787899999935,-0.05800000000000005,-5.659999999999997,-1.0840000000000032,0,0.20196861
47,2024,Texas,7,1,32.0,,Tennessee,2,1,,20.759,98.257,119.016,1.2,0.901,50.353,33.846,62.5,1.118,111.933,76.676,24.368,91.252,115.62,5.8,0.938,55.338,34.068,75.0,1.125,112.545,76.606,-3.608999999999998,7.00500000000001,3.396000000000001,-4.6,-0.03699999999999992,-4.984999999999999,-0.2220000000000013,-12.5,-0.006999999999999895,-0.6119999999999948,0.07000000000000739,0,0.4671731
48,2024,Connecticut,1,1,16.0,,Auburn,4,1,,33.493,93.553,127.046,11.3,0.971,58.255,33.643,91.17647059,1.23,122.708,78.369,28.605,92.05,120.655,5.5,0.957,43.053,28.032,79.41176471,1.174,117.364,77.688,4.888000000000002,1.5030000000000001,6.391000000000005,5.800000000000001,0.014000000000000012,15.202000000000005,5.611000000000001,11.764705879999994,0.05600000000000005,5.343999999999994,0.6809999999999974,1,0.6711622
49,2024,Illinois,3,1,16.0,,Iowa St.,2,1,,24.236,101.087,125.323,6.0,0.922,56.834,32.635,76.47058824,1.188,118.858,78.785,27.105,86.545,113.65,6.9,0.958,44.201,33.017,79.41176471,1.108,110.446,77.594,-2.8689999999999998,14.542000000000002,11.672999999999988,-0.9000000000000004,-0.03599999999999992,12.633000000000003,-0.382000000000005,-2.941176470000002,0.07999999999999985,8.412000000000006,1.1910000000000025,1,0.50413275
50,2024,North Carolina,1,1,16.0,,Saint Mary's,5,1,,23.59,93.194,116.784,6.6,0.931,88.407,30.665,79.41176471,1.136,113.459,77.172,22.139,93.655,115.794,1.4,0.92,38.712,19.572,78.125,1.147,114.915,78.507,1.4510000000000005,-0.4609999999999985,0.9900000000000091,5.199999999999999,0.01100000000000001,49.69499999999999,11.093,1.28676471,-0.01100000000000012,-1.456000000000003,-1.335000000000008,1,0.6082751
51,2024,New Mexico,11,64,16.0,,Arizona,2,1,,19.336,116.717,99.338,1.7,0.893,55.824,23.773,73.52941176,1.126,112.623,77.055,27.901,93.619,121.52,4.9,0.953,76.342,29.931,75.75757576,1.178,117.653,78.063,-8.565000000000001,23.098,-22.182000000000002,-3.2,-0.05999999999999994,-20.518,-6.158000000000001,-2.2281639999999925,-0.052000000000000046,-5.030000000000001,-1.0079999999999956,0,0.31652856
52,2024,Houston,1,1,16.0,,Duke,4,1,,33.697,85.519,119.216,10.6,0.979,63.543,34.485,88.23529412,1.13,113.057,75.893,23.968,96.829,120.797,3.3,0.927,91.61,26.968,75.0,1.178,118.229,78.244,9.729000000000003,-11.309999999999988,-1.581000000000003,7.3,0.051999999999999935,-28.067,7.5169999999999995,13.235294120000006,-0.04800000000000004,-5.171999999999997,-2.350999999999999,1,0.56580484
53,2024,Kentucky,3,1,16.0,,Marquette,2,1,,20.769,102.242,123.011,2.9,0.893,73.978,29.177,71.875,1.194,119.233,78.77,24.325,94.595,118.92,6.5,0.933,57.136,37.073,73.52941176,1.126,112.444,78.072,-3.556000000000001,7.647000000000006,4.090999999999994,-3.6,-0.040000000000000036,16.84199999999999,-7.896000000000001,-1.6544117600000021,0.06800000000000006,6.7890000000000015,0.6979999999999933,0,0.41316727
54,2024,Purdue,1,1,16.0,,Gonzaga,5,1,,31.493,94.719,126.212,11.0,0.964,52.594,36.076,87.87878788,1.196,119.453,78.09,22.623,98.61,121.233,2.5,0.915,72.006,23.847,77.41935484,1.198,119.756,77.65,8.869999999999997,-3.8910000000000053,4.978999999999999,8.5,0.04899999999999993,-19.412,12.229,10.459433040000008,-0.0020000000000000018,-0.30299999999999727,0.4399999999999977,1,0.60256034
55,2024,Creighton,3,1,16.0,,Tennessee,2,1,,24.145,96.455,120.6,4.4,0.929,52.884,33.229,71.875,1.163,116.365,78.515,24.368,91.252,115.62,5.8,0.938,55.338,34.068,75.0,1.125,112.545,76.606,-0.22299999999999898,5.203000000000003,4.97999999999999,-1.3999999999999995,-0.008999999999999897,-2.4540000000000006,-0.8389999999999986,-3.125,0.038000000000000034,3.819999999999993,1.909000000000006,0,0.4208161
56,2024,Connecticut,1,1,8.0,,Illinois,3,1,,33.493,93.553,127.046,11.3,0.971,58.255,33.643,91.17647059,1.23,122.708,78.369,24.236,101.087,125.323,6.0,0.922,56.834,32.635,76.47058824,1.188,118.858,78.785,9.257000000000001,-7.534000000000006,1.7230000000000132,5.300000000000001,0.04899999999999993,1.4209999999999994,1.0080000000000027,14.705882349999996,0.04200000000000004,3.8499999999999943,-0.4159999999999968,1,0.60099685
57,2024,North Carolina,1,1,8.0,,Arizona,2,1,,23.59,93.194,116.784,6.6,0.931,88.407,30.665,79.41176471,1.136,113.459,77.172,27.901,93.619,121.52,4.9,0.953,76.342,29.931,75.75757576,1.178,117.653,78.063,-4.311,-0.42499999999999716,-4.73599999999999,1.6999999999999993,-0.02199999999999991,12.064999999999998,0.7339999999999982,3.6541889500000053,-0.04200000000000004,-4.194000000000003,-0.8910000000000053,0,0.31716254
58,2024,Houston,1,1,8.0,,Marquette,2,1,,33.697,85.519,119.216,10.6,0.979,63.543,34.485,88.23529412,1.13,113.057,75.893,24.325,94.595,118.92,6.5,0.933,57.136,37.073,73.52941176,1.126,112.444,78.072,9.372000000000003,-9.075999999999993,0.29599999999999227,4.1,0.04599999999999993,6.4069999999999965,-2.588000000000001,14.705882360000004,0.0040000000000000036,0.6129999999999995,-2.179000000000002,1,0.6438701
59,2024,Purdue,1,1,8.0,,Tennessee,2,1,,31.493,94.719,126.212,11.0,0.964,52.594,36.076,87.87878788,1.196,119.453,78.09,24.368,91.252,115.62,5.8,0.938,55.338,34.068,75.0,1.125,112.545,76.606,7.125,3.4669999999999987,10.591999999999999,5.2,0.026000000000000023,-2.7439999999999998,2.0080000000000027,12.878787880000004,0.07099999999999995,6.908000000000001,1.4840000000000089,1,0.58044726
60,2024,Connecticut,1,1,4.0,,Arizona,2,1,,33.493,93.553,127.046,11.3,0.971,58.255,33.643,91.17647059,1.23,122.708,78.369,27.901,93.619,121.52,4.9,0.953,76.342,29.931,75.75757576,1.178,117.653,78.063,5.592000000000002,-0.0660000000000025,5.5260000000000105,6.4,0.018000000000000016,-18.086999999999996,3.7119999999999997,15.41889483,0.052000000000000046,5.054999999999993,0.3059999999999974,1,0.62618756
61,2024,Houston,1,1,4.0,,Purdue,1,1,,33.697,85.519,119.216,10.6,0.979,63.543,34.485,88.23529412,1.13,113.057,75.893,31.493,94.719,126.212,11.0,0.964,52.594,36.076,87.87878788,1.196,119.453,78.09,2.204000000000004,-9.199999999999989,-6.996000000000009,-0.40000000000000036,0.015000000000000013,10.948999999999998,-1.591000000000001,0.35650624000000164,-0.06600000000000006,-6.396000000000001,-2.1970000000000027,0,0.48794731
